FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Phase_I_PheWAS	Importance	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
104130					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Beetroot intake	25929	30641	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of beetroot did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104130
104140					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Broccoli intake	56725	71349	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of broccoli did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104140
104150					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Butternut squash intake	8699	9462	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of butternut squash did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104150
104160					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Cabbage/kale intake	34118	39561	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of cabbage/greens/kale did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104160
104170					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Carrot intake	93429	128853	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of carrots (fresh, frozen, raw, cooked) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104170
104180					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Cauliflower intake	31851	37060	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of cauliflower did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104180
104190					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Celery intake	28586	35027	Complete	Categorical single	Stick	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many sticks of celery did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104190
104200					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Courgette intake	22736	26023	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of courgette did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104200
104210					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Cucumber intake	49888	63122	Complete	Categorical single	1inch / 25mm	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many 1 inch/2.5cm servings of cucumber did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104210
104220					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Garlic intake	39517	50634	Complete	Categorical single	Clove	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many cloves of garlic did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104220
104230					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Leek intake	19304	21430	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of leeks did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104230
104240					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Lettuce intake	71366	92851	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of lettuce did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104240
104250					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Mushroom intake	51549	63552	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of mushrooms did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104250
104260					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Onion intake	84459	115142	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of onions (red, white, pickled, shallots, spring) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104260
104270					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Parsnip intake	16063	17448	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of parsnip did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104270
104280					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Pea intake	51155	61190	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of peas (frozen, fresh, tinned) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104280
104290					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Sweet pepper intake	58217	74080	Complete	Categorical single	Whole pepper	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many whole peppers (sweet) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104290
104300					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Spinach intake	20046	23009	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of spinach did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104300
104310					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Sprouts intake	11560	12305	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of sprouts did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104310
104320					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Sweetcorn intake	19467	21552	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of sweetcorn (tinned or frozen, or corn on the cob) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104320
104330					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Sweet potato intake	8640	9387	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of sweet potatoes did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104330
104340					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Fresh tomato intake	100855	146157	Complete	Categorical single	Medium tomato	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many medium fresh tomatoes did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104340
104350					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Tinned tomato intake	38217	44187	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of cooked or tinned tomatoes did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104350
104360					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Turnip/swede intake	11318	12237	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of turnip or swede did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104360
104370					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Watercress intake	14714	17239	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of watercress did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104370
104380					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Other vegetables intake	22802	26104	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of other vegetables (e.g. celeriac, asparagus, fennel, aubergine, pumpkin) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104380
104400					100010	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Fruit consumers	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you eat any fruit yesterday?"""" If the participant activated the Help feature they were shown the message:  Include fresh, frozen, dried, canned or cooked. Help section: Please include all fruit, whether eaten by itself or as part of a sweet or savoury dish (e.g. fruit pie or crumble; pork cooked with apple). Fruits recorded under cooked & dried should not be recorded individually further down the list. Small amounts of fruit that are not big enough to be counted individually, or where the precise type may be unknown (e.g. in a mixed fruit salad), please guess the total amount and record that under Mixed fruit. As canned fruit usually comes in segments or slices, please give your answer in servings rather than as whole fruit. Fruit used in a smoothie should not be recorded here. The fruit smoothie should have been recorded in the drinks section. Chocolate covered fruit (e.g. chocolate raisins) and yogurt covered fruit (e.g. yogurt coated pineapple) should not be recorded here. Instead record it under sweet snacks (several pages earlier). Dried fruit that is included with cereals such as Sultana Bran and Optivita should not be record here because it should have been recorded on the cereals page. If your fruit is not on the list, please record it under Other located at the bottom of the list. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104400
