Path,Category,FieldID,Field,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131162,Date H22 first reported (disorders of iris and ciliary body in diseases classified elsewhere),42,42,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H22. The code corresponds to ""disorders of iris and ciliary body in diseases classified elsewhere"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131162
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131163,Source of report of H22 (disorders of iris and ciliary body in diseases classified elsewhere),42,42,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H22, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""disorders of iris and ciliary body in diseases classified elsewhere"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131163
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131164,Date H25 first reported (senile cataract),15182,15182,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H25. The code corresponds to ""senile cataract"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131164
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131165,Source of report of H25 (senile cataract),15182,15182,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H25, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""senile cataract"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131165
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131166,Date H26 first reported (other cataract),31426,31426,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H26. The code corresponds to ""other cataract"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131166
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131167,Source of report of H26 (other cataract),31426,31426,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H26, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other cataract"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131167
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131168,Date H27 first reported (other disorders of lens),420,420,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H27. The code corresponds to ""other disorders of lens"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131168
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131169,Source of report of H27 (other disorders of lens),420,420,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H27, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other disorders of lens"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131169
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131170,Date H28 first reported (cataract and other disorders of lens in diseases classified elsewhere),46,46,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H28. The code corresponds to ""cataract and other disorders of lens in diseases classified elsewhere"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131170
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131171,Source of report of H28 (cataract and other disorders of lens in diseases classified elsewhere),46,46,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H28, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""cataract and other disorders of lens in diseases classified elsewhere"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131171
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131172,Date H30 first reported (chorioretinal inflammation),226,226,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H30. The code corresponds to ""chorioretinal inflammation"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131172
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131173,Source of report of H30 (chorioretinal inflammation),226,226,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H30, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""chorioretinal inflammation"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131173
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131174,Date H31 first reported (other disorders of choroid),633,633,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H31. The code corresponds to ""other disorders of choroid"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131174
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131175,Source of report of H31 (other disorders of choroid),633,633,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H31, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other disorders of choroid"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131175
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131176,Date H32 first reported (chorioretinal disorders in diseases classified elsewhere),13,13,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H32. The code corresponds to ""chorioretinal disorders in diseases classified elsewhere"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131176
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131177,Source of report of H32 (chorioretinal disorders in diseases classified elsewhere),13,13,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H32, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""chorioretinal disorders in diseases classified elsewhere"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131177
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131178,Date H33 first reported (retinal detachments and breaks),6225,6225,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H33. The code corresponds to ""retinal detachments and breaks"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131178
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131179,Source of report of H33 (retinal detachments and breaks),6225,6225,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H33, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""retinal detachments and breaks"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131179
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131180,Date H34 first reported (retinal vascular occlusions),1947,1947,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H34. The code corresponds to ""retinal vascular occlusions"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131180
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131181,Source of report of H34 (retinal vascular occlusions),1947,1947,Ongoing,Categorical single,"",Data,Derived,Unisex,1,1,2171,"Source of the first code mapped to 3-character ICD10 H34, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""retinal vascular occlusions"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131181
Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,131182,Date H35 first reported (other retinal disorders),11527,11527,Ongoing,Date,"",Data,Derived,Unisex,1,1,819,"Date of the first occurrence of any code mapped to 3-character ICD10 H35. The code corresponds to ""other retinal disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131182
